"","X","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","lon","lat"
"655",655,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","SENIOR PRODUCT MANAGER","Y",160451,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"656",656,"CERTIFIED","21ST CENTURY FOX AMERICA INC.","GENERAL AND OPERATIONS MANAGERS","BUSINESS MANAGER - MEDIA & ARTS","Y",117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"657",657,"CERTIFIED","BUPA WORLDWIDE CORPORATION","GENERAL AND OPERATIONS MANAGERS","PROJECT MANAGER II","N",69514,2016,"PALMETTO BAY, FLORIDA",NA,NA
"658",658,"CERTIFIED","SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC","GENERAL AND OPERATIONS MANAGERS","OPERATIONS MANAGER","Y",101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"659",659,"CERTIFIED","AOL INC.","GENERAL AND OPERATIONS MANAGERS","VICE PRESIDENT, GSD OPERATIONS","Y",203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"660",660,"CERTIFIED","AGILIS ASSOCIATES LLC","GENERAL AND OPERATIONS MANAGERS","OPERATIONS MANAGER","N",57428.8,2016,"OSPREY, FLORIDA",NA,NA
"661",661,"CERTIFIED","ECYCLEIT, LLC","GENERAL AND OPERATIONS MANAGERS","GENERAL MANAGER","Y",137800,2016,"CARROLLTON, TEXAS",-96.8899636,32.9756415
"662",662,"CERTIFIED","THE GAP, INC.","GENERAL AND OPERATIONS MANAGERS","SENIOR PRODUCT MANAGER - MARKETING, PAYMENTS & LOYALTY","Y",150467,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"663",663,"CERTIFIED","UINTA BREWING COMPANY","GENERAL AND OPERATIONS MANAGERS","OPERATIONS MANAGER, BREWING","N",69867,2016,"SALT LAKE CITY, UTAH",-111.8910474,40.7607793
"664",664,"CERTIFIED","THOUGHTWORKS, INC.","GENERAL AND OPERATIONS MANAGERS","RESOURCE MANAGEMENT MANAGER","Y",110490,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"665",665,"CERTIFIED","HB INTERNATIONAL INC","GENERAL AND OPERATIONS MANAGERS","BUSINESS DEVELOPMENT MANAGER","Y",74401.6,2016,"MOONACHIE, NEW JERSEY",-74.0451405,40.8412111
"666",666,"CERTIFIED","THE PROCARD GROUP LIMITED LIABILITY COMPANY","GENERAL AND OPERATIONS MANAGERS","DIRECTOR OF BANK CARD SALES","Y",83616,2016,"NASHVILLE, TENNESSEE",-86.7816016,36.1626638
"667",667,"CERTIFIED","NATIONAL INSTITUTE FOR NEWMAN STUDIES","GENERAL AND OPERATIONS MANAGERS","RESEARCH COORDINATOR","N",52374.4,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
"668",668,"CERTIFIED","AMAZON.COM.INDC LLC","GENERAL AND OPERATIONS MANAGERS","SENIOR OPERATIONS MANAGER","Y",83408,2016,"WHITESTOWN, INDIANA",NA,NA
"669",669,"CERTIFIED","SAMSUNG ELECTRONICS AMERICA, INC.","GENERAL AND OPERATIONS MANAGERS","SENIOR OPERATIONS MANAGER","Y",103626,2016,"SIMPSONVILLE, SOUTH CAROLINA",-82.2542834,34.7370639
"670",670,"CERTIFIED","BETH ISRAEL MEDICAL CENTER","GENERAL AND OPERATIONS MANAGERS","MANAGER OPERATIONS & BUSINESS DEVELOPMENT","Y",74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"671",671,"CERTIFIED","BLACK SPEAR GROUP INC.","GENERAL AND OPERATIONS MANAGERS","EXECUTIVE VICE PRESIDENT","Y",121014,2016,"MARIETTA, GEORGIA",-84.5499327,33.952602
"672",672,"CERTIFIED","SYSCO CORPORATION","GENERAL AND OPERATIONS MANAGERS","SENIOR MANAGER, PROFITABILITY MANAGEMENT","Y",101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"673",673,"CERTIFIED","CRANE CO.","GENERAL AND OPERATIONS MANAGERS","MANAGER, CRANE BUSINESS SYSTEMS","Y",80579,2016,"CINCINNATI, OHIO",-84.5120196,39.1031182
"674",674,"CERTIFIED","MODERN INSTITUTE OF SURGERY, INC.","GENERAL AND OPERATIONS MANAGERS","PATIENT STRATEGIES & OPERATIONS ANALYST","N",57034,2016,"BEVERLY HILLS, CALIFORNIA",-118.4003563,34.0736204
"675",675,"CERTIFIED","NORWEGIAN AMERICAN DEFENSE INDUSTRY COUNCIL","GENERAL AND OPERATIONS MANAGERS","GENERAL MANAGER","Y",77626,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
"676",676,"CERTIFIED","NORWEGIAN AMERICAN DEFENSE INDUSTRY COUNCIL","GENERAL AND OPERATIONS MANAGERS","GENERAL MANAGER","Y",77626,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
"677",677,"CERTIFIED","AGILIS ASSOCIATES LLC","GENERAL AND OPERATIONS MANAGERS","OPERATIONS MANAGER","N",57428.8,2016,"OSPREY, FLORIDA",NA,NA
"678",678,"CERTIFIED","BEST MADE TOYS, LLC","GENERAL AND OPERATIONS MANAGERS","CHIEF EXECUTIVE OFFICER","Y",163010,2016,"RANCHO PALOS VERDES, CALIFORNIA",-118.3870173,33.7444613
"679",679,"CERTIFIED","TROON GOLF, LLC","GENERAL AND OPERATIONS MANAGERS","GENERAL MANAGER","Y",133099,2016,"HOLLYWOOD, FLORIDA",-80.1494901,26.0112014
"680",680,"CERTIFIED","T.F. HUDGINS","GENERAL AND OPERATIONS MANAGERS","GENERAL MANAGER","Y",138403,2016,"TOMBALL, TEXAS",-95.6160549,30.0971621
"681",681,"CERTIFIED","TOTAL PRODUCE USA HOLDINGS INC","GENERAL AND OPERATIONS MANAGERS","CORPORATE DEVELOPMENT MANAGER- LEGAL ADVISOR","N",59696,2016,"NEWPORT BEACH, CALIFORNIA",-117.9289469,33.6189101
"682",682,"CERTIFIED","NYGALA INC","GENERAL AND OPERATIONS MANAGERS","GENERAL OPERATIONS MANAGER","Y",117437,2016,"TETERBORO, NEW JERSEY",-74.0593075,40.8598219
"683",683,"CERTIFIED","FIESTA MEXICANA INC.","GENERAL AND OPERATIONS MANAGERS","OPERATIONS MANAGER","N",36483,2016,"MYRTLE BEACH, SOUTH CAROLINA",-78.8866943,33.6890603
"684",684,"CERTIFIED","SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC","GENERAL AND OPERATIONS MANAGERS","OPERATIONS MANAGER","Y",101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"685",685,"CERTIFIED","BIKES AND LIFE LLC","GENERAL AND OPERATIONS MANAGERS","DIRECTOR OF OPERATIONS & PRODUCT DEVELOPMENT","Y",121014,2016,"JOHNS CREEK, GEORGIA",-84.198579,34.0289259
"686",686,"CERTIFIED","MICROSOFT CORPORATION","GENERAL AND OPERATIONS MANAGERS","ASSISTANT GENERAL COUNSEL, CHIEF OF STAFF","Y",162989,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
"687",687,"CERTIFIED","QUESTEL ORBIT, INC DBA DIGIPAT, INC","GENERAL AND OPERATIONS MANAGERS","GENERAL MANAGER","Y",77626,2016,"ALEXANDRIA, VIRGINIA",-77.0469214,38.8048355
"688",688,"CERTIFIED","NEOFECT USA INC.","GENERAL AND OPERATIONS MANAGERS","GENERAL OPERATIONS MANAGER","Y",150467,2016,"BURLINGAME, CALIFORNIA",-122.34809,37.5778696
"689",689,"CERTIFIED","TRUSTED TRANSLATIONS, INC.","GENERAL AND OPERATIONS MANAGERS","COUNTRY MANAGER","N",69513.6,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"690",690,"CERTIFIED","GEMOLOGICAL INSTITUTE OF AMERICA (GIA)","GENERAL AND OPERATIONS MANAGERS","ASSOCIATE MANAGER, OPERATIONS SERVICES","N",58261,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"691",691,"CERTIFIED","HACH","GENERAL AND OPERATIONS MANAGERS","KEY ACCOUNT MANAGER","Y",72280,2016,"LOVELAND, COLORADO",-105.0749801,40.3977612
"692",692,"CERTIFIED","ASCEND LEARNING, LLC","GENERAL AND OPERATIONS MANAGERS","DIRECTOR, CORPORATE DEVELOPMENT & STRATEGY","Y",182291,2016,"BURLINGTON, MASSACHUSETTS",-71.1956205,42.5047161
"693",693,"CERTIFIED","YUSUF, INC.","GENERAL AND OPERATIONS MANAGERS","REGIONAL MANAGER","N",61568,2016,"KISSIMMEE, FLORIDA",-81.407571,28.2919557
"694",694,"CERTIFIED","TRISTAR TERMINALS GUAM INC.","GENERAL AND OPERATIONS MANAGERS","GENERAL MANAGER","Y",70034,2016,"HAGATNA, NA",144.7502228,13.4762824
"695",695,"CERTIFIED","WARGAMING AMERICA, INC.","GENERAL AND OPERATIONS MANAGERS","PRODUCTION PROJECT MANAGER","N",67475,2016,"EMERYVILLE, CALIFORNIA",-122.2852473,37.831316
"696",696,"CERTIFIED","MAYO CLINIC","GENERAL AND OPERATIONS MANAGERS","DIRECTOR - PRACTICE OPERATIONS","N",66082,2016,"LA CROSSE, WISCONSIN",-91.2395807,43.8013556
"697",697,"CERTIFIED","LITCHFIELD ON THE GREEN INC","GENERAL AND OPERATIONS MANAGERS","GENERAL MANAGER","N",42619,2016,"LITCHFIELD, CONNECTICUT",NA,NA
"698",698,"CERTIFIED","CLUB QUARTERS MANAGEMENT CO., LLC","GENERAL AND OPERATIONS MANAGERS","DIRECTOR OF GUEST ROOM OPERATIONS","Y",116064,2016,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
"699",699,"CERTIFIED","INFOSYS BPO LTD","GENERAL AND OPERATIONS MANAGERS","DOMAIN DELIVERY MANAGER - US","N",47091,2016,"PEORIA, ILLINOIS",-89.5889864,40.6936488
"700",700,"CERTIFIED","APPLE INC.","GENERAL AND OPERATIONS MANAGERS","PROF SERVICES CONSULT 3 (OPERATIONS PROCESS MANAGER)","Y",113339,2016,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
"701",701,"CERTIFIED","SYNCHRONY BANK","GENERAL AND OPERATIONS MANAGERS","SENIOR MANAGER T&L/P-CARD","Y",121014,2016,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
"702",702,"CERTIFIED","SAN DIEGO DIPLOMACY COUNCIL","GENERAL AND OPERATIONS MANAGERS","EXECUTIVE DIRECTOR","N",57158,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"703",703,"CERTIFIED","BRILLIO, LLC","GENERAL AND OPERATIONS MANAGERS","ASSOCIATE VICE PRESIDENT","Y",80018,2016,"BASKING RIDGE, NEW JERSEY",-74.5493284,40.7066174
"704",704,"CERTIFIED","JPMORGAN CHASE & CO.","GENERAL AND OPERATIONS MANAGERS","EXECUTIVE DIRECTOR","Y",160451,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"705",705,"CERTIFIED","JAMSAN HOTEL MANAGEMENT, INC.","GENERAL AND OPERATIONS MANAGERS","OPERATIONS MANAGER","Y",70117,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"706",706,"CERTIFIED","NATIONAL OILWELL VARCO, L.P.","GENERAL AND OPERATIONS MANAGERS","OPERATIONS MANAGER","N",49754,2016,"CALEXICO, CALIFORNIA",NA,NA
"707",707,"CERTIFIED","CRESCENT HOTELS & RESORTS, LLC","GENERAL AND OPERATIONS MANAGERS","HOSPITALITY SALES MANAGER","N",64542,2016,"BALTIMORE, MARYLAND",-76.6121893,39.2903848
"708",708,"CERTIFIED","CARILION SERVICES, INC.","GENERAL AND OPERATIONS MANAGERS","HEALTH ANALYTICS DIRECTOR","Y",143000,2016,"ROANOKE, VIRGINIA",-79.9414266,37.2709704
"709",709,"CERTIFIED","OLIVET UNIVERSITY","GENERAL AND OPERATIONS MANAGERS","THEOLOGICAL BOOKSTORE MANAGER","N",68702.4,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"710",710,"CERTIFIED","T.F. HUDGINS, INCORPORATED","GENERAL AND OPERATIONS MANAGERS","GENERAL MANAGER","Y",138403,2016,"TOMBALL, TEXAS",-95.6160549,30.0971621
"711",711,"CERTIFIED","G III LEATHER FASHIONS INC.","GENERAL AND OPERATIONS MANAGERS","PRODUCTION MANAGER","Y",74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"712",712,"CERTIFIED-WITHDRAWN","LAAZAL COMMUNICATIONS, INC.","GENERAL AND OPERATIONS MANAGERS","OPERATIONS MANAGER","N",48339,2016,"ADDISON, ILLINOIS",-87.9889556,41.931696
"713",713,"CERTIFIED","GLAZER'S, INC.","GENERAL AND OPERATIONS MANAGERS","CORPORATE OPERATIONS MANAGER","Y",100214,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
"714",714,"CERTIFIED","MOTEL 2 STAY, LP","GENERAL AND OPERATIONS MANAGERS","GENERAL MANAGER","N",52936,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
"715",715,"CERTIFIED","PAREXEL INTERNATIONAL","GENERAL AND OPERATIONS MANAGERS","MANAGER, PROCESS OPTIMIZATION AND MANAGEMENT","N",54059,2016,"CUMMING, GEORGIA",-84.1401926,34.2073196
"716",716,"CERTIFIED","HEADSPACE, INC.","GENERAL AND OPERATIONS MANAGERS","VICE PRESIDENT OF PRODUCT","Y",163010,2016,"VENICE, CALIFORNIA",-118.4694832,33.9850469
"717",717,"CERTIFIED","OPEN SOCIETY FOUNDATIONS","GENERAL AND OPERATIONS MANAGERS","CEO OF SEDF & DIRECTOR OF ECONOMIC ADVANCEMENT PROGRAM","Y",203486.04,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"718",718,"DENIED","HOWELL MUNITIONS AND TECHNOLOGY","GENERAL AND OPERATIONS MANAGERS","OPERATIONS MANAGER","N",67517,2016,"LEWISTON, IDAHO",NA,NA
"719",719,"CERTIFIED","A MEDIUM CORPORATION","GENERAL AND OPERATIONS MANAGERS","CHIEF OF STAFF","Y",150467,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"720",720,"WITHDRAWN","NSIGHT, INC","GENERAL AND OPERATIONS MANAGERS","DIRECTOR, OPERATIONS","Y",71282,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
"721",721,"CERTIFIED","PRAGER & CO., LLC","GENERAL AND OPERATIONS MANAGERS","VICE PRESIDENT","Y",109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"722",722,"CERTIFIED","NSIGHT, INC","GENERAL AND OPERATIONS MANAGERS","DIRECTOR, OPERATIONS","Y",71282,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
"723",723,"CERTIFIED-WITHDRAWN","SELECT PORTFOLIO SERVICING, INC.","GENERAL AND OPERATIONS MANAGERS","OPERATIONS DIRECTOR","N",69867,2016,"WEST VALLEY CITY, UTAH",-112.0010501,40.6916132
"724",724,"CERTIFIED","ANALYTICS QUOTIENT INC","GENERAL AND OPERATIONS MANAGERS","LEAD, CLIENT SERVICES","Y",117437,2016,"NEW YORK CITY, NEW YORK",-74.0059413,40.7127837
"725",725,"CERTIFIED","LAZAAL COMMUNICATIONS, INC.","GENERAL AND OPERATIONS MANAGERS","OPERATIONS MANAGER","N",48339,2016,"ADDISON, ILLINOIS",-87.9889556,41.931696
"726",726,"CERTIFIED","PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC","GENERAL AND OPERATIONS MANAGERS","ADVISORY DIRECTOR","Y",154232,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
"727",727,"CERTIFIED","PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC","GENERAL AND OPERATIONS MANAGERS","ADVISORY DIRECTOR","Y",203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"728",728,"CERTIFIED","SCHLUMBERGER TECHNOLOGY CORPORATION","GENERAL AND OPERATIONS MANAGERS","QUALITY AND OPERATIONS SUPPORT MANAGER","Y",113000,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"729",729,"CERTIFIED","NATIONAL ECOLOGICAL OBSERVATORY NETWORK, INC","GENERAL AND OPERATIONS MANAGERS","PROJECT MANAGER","Y",167024,2016,"BOULDER, COLORADO",-105.2705456,40.0149856
"730",730,"CERTIFIED","ALTUZARRA LLC","GENERAL AND OPERATIONS MANAGERS","STUDIO DIRECTOR","Y",117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"731",731,"CERTIFIED-WITHDRAWN","AIMOTRAVEL INC","GENERAL AND OPERATIONS MANAGERS","MANAGING DIRECTOR","N",67475.2,2016,"OAKLAND, CALIFORNIA",-122.2711137,37.8043637
"732",732,"CERTIFIED","SUTHERLAND GLOBAL SERVICES, INC.","GENERAL AND OPERATIONS MANAGERS","VP, CLIENT ENGAGEMENT","Y",150467,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"733",733,"CERTIFIED","ELWAY INDUSTRIES INC","GENERAL AND OPERATIONS MANAGERS","GENERAL AND OPERATIONS MANAGER","N",64002,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"734",734,"CERTIFIED","CVS PHARMACY, INC.","GENERAL AND OPERATIONS MANAGERS","AREA VICE PRESIDENT, RETAIL FIELD OPERATIONS","Y",150405,2016,"NORTH RICHLAND HILLS, TEXAS",-97.2289029,32.8342952
"735",735,"CERTIFIED","US SCIENCES PO FOUNDATION","GENERAL AND OPERATIONS MANAGERS","EXECUTIVE DIRECTOR","Y",74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"736",736,"CERTIFIED-WITHDRAWN","T-MOBILE USA, INC.","GENERAL AND OPERATIONS MANAGERS","PARTNER DELIVERY MANAGER","Y",100610,2016,"BOTHELL, WASHINGTON",-122.2055883,47.76095
"737",737,"CERTIFIED","SLASH SUPPORT INC.","GENERAL AND OPERATIONS MANAGERS","ASSOCIATE VICE PRESIDENT (SALES AND ACCOUNT MANAGEMENT)","Y",155418,2016,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
"738",738,"CERTIFIED","NATIONAL ECOLOGICAL OBSERVATORY NETWORK, INC","GENERAL AND OPERATIONS MANAGERS","PROJECT MANAGER","Y",167024,2016,"BOULDER, COLORADO",-105.2705456,40.0149856
"739",739,"CERTIFIED","PACIFIC NORTHERN INC.","GENERAL AND OPERATIONS MANAGERS","PRODUCT DEVELOPMENT MANAGER","N",62628.8,2016,"CARROLLTON, TEXAS",-96.8899636,32.9756415
"740",740,"CERTIFIED","APPLE INC.","GENERAL AND OPERATIONS MANAGERS","GENERAL AND OPERATIONS MANAGER","Y",155418,2016,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
"741",741,"CERTIFIED","APPLE INC.","GENERAL AND OPERATIONS MANAGERS","GENERAL AND OPERATIONS MANAGER","Y",71282,2016,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
"742",742,"CERTIFIED","APPLE INC.","GENERAL AND OPERATIONS MANAGERS","GENERAL AND OPERATIONS MANAGER","Y",113339,2016,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
"743",743,"WITHDRAWN","VIRGIN HOTELS NORTH AMERICA LLC","GENERAL AND OPERATIONS MANAGERS","VP OF ROOMS","Y",135533,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"744",744,"CERTIFIED","COMPASS GROUP USA INC.","GENERAL AND OPERATIONS MANAGERS","PROGRAM MANAGER","Y",71282,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
"745",745,"CERTIFIED","GATEWAY HEALTH PLAN","GENERAL AND OPERATIONS MANAGERS","DIRECTOR, PERFORMANCE OPTIMIZATION","Y",84344,2016,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
"746",746,"CERTIFIED","CARRIX, INC.","GENERAL AND OPERATIONS MANAGERS","CHIEF EXECUTIVE OFFICER","Y",162989,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
"747",747,"CERTIFIED","THE HERTZ CORPORATION","GENERAL AND OPERATIONS MANAGERS","VICE PRESIDENT, CONTINUOUS IMPROVEMENT","Y",142293,2016,"ESTERO, FLORIDA",NA,NA
"748",748,"CERTIFIED","AKSIA LLC","GENERAL AND OPERATIONS MANAGERS","EUROPE OPERATIONS MANAGER","Y",203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"749",749,"CERTIFIED","PERVACIO, INC.","GENERAL AND OPERATIONS MANAGERS","VICE PRESIDENT, OPERATIONS - AMERICAS","Y",175386,2016,"IRVING, TEXAS",-96.9488945,32.8140177
"750",750,"CERTIFIED","GRECO USA INC.","GENERAL AND OPERATIONS MANAGERS","DIRECTOR OF OPERATIONS","Y",72301,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"751",751,"CERTIFIED","EQUITAS LIFE SCIENCES, LLC","GENERAL AND OPERATIONS MANAGERS","MANAGING DIRECTOR","Y",128128,2016,"MADISON, NEW JERSEY",-74.417097,40.7598227
"752",752,"CERTIFIED","AMNEAL PHARMACEUTICALS OF NEW YORK LLC","GENERAL AND OPERATIONS MANAGERS","SOFTGEL MANAGER","Y",104187,2016,"BROOKHAVEN, NEW YORK",-72.9932969,40.8858353
"753",753,"CERTIFIED","OREGON INTERNATIONAL AIRFREIGHT CO.","GENERAL AND OPERATIONS MANAGERS","GENERAL MANAGER PROJECTS","Y",101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"754",754,"CERTIFIED","FLEX FILMS (USA) INC.","GENERAL AND OPERATIONS MANAGERS","SENIOR GENERAL MANAGER","Y",77438,2016,"ELIZABETHTOWN, KENTUCKY",-85.8649408,37.7030646
"755",755,"CERTIFIED","GREEN TECH, LLC","GENERAL AND OPERATIONS MANAGERS","BUSINESS OPERATIONS MANAGER","N",64875.2,2016,"ARDMORE, PENNSYLVANIA",NA,NA
"756",756,"CERTIFIED","ECLINICALWORKS, LLC","GENERAL AND OPERATIONS MANAGERS","DIRECTOR OF IMPLEMENTATION/OPERATIONS MANAGER","Y",79414,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"757",757,"CERTIFIED","ZEOMEGA, LLC","GENERAL AND OPERATIONS MANAGERS","ASSOCIATE DIRECTOR","Y",100214,2016,"PLANO, TEXAS",-96.6988856,33.0198431
"758",758,"CERTIFIED","TYCO ELECTRONICS CORPORATION, A TE CONNECTIVITY LTD. COMPANY","GENERAL AND OPERATIONS MANAGERS","MANAGER, CORPORATE STRATEGY","Y",137904,2016,"BERWYN, PENNSYLVANIA",-75.4395931,40.045824
"759",759,"CERTIFIED","GARAN INC.","GENERAL AND OPERATIONS MANAGERS","SENIOR PRODUCTION MANAGER","Y",74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"760",760,"CERTIFIED","BEECH-NUT NUTRITION COMPANY","GENERAL AND OPERATIONS MANAGERS","MANAGER, CO-MANUFACTURING","Y",93475,2016,"AMSTERDAM, NEW YORK",NA,NA
"761",761,"CERTIFIED","CHARMING CHARLIE USA, INC.","GENERAL AND OPERATIONS MANAGERS","VICE PRESIDENT, INTERNATIONAL BUSINESS","Y",175594,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"762",762,"CERTIFIED","MICROBAC LABORATORIES, INC.","GENERAL AND OPERATIONS MANAGERS","DIVISION MANAGER","N",57554,2016,"WORCESTER, MASSACHUSETTS",-71.8022934,42.2625932
"763",763,"CERTIFIED","WORLD ECONOMIC FORUM USA INC.","GENERAL AND OPERATIONS MANAGERS","SENIOR DIRECTOR, HEAD OF LATIN AMERICA","Y",168542,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"764",764,"CERTIFIED","NATURE'S SUNSHINE PRODUCTS, INC.","GENERAL AND OPERATIONS MANAGERS","PROJECT MANAGER I - OPERATIONS","N",61277,2016,"LEHI, UTAH",-111.8507662,40.3916172
"765",765,"CERTIFIED","VENTURE STAFFING NETWORK","GENERAL AND OPERATIONS MANAGERS","CHIEF OPERATIONAL EXECUTIVE","N",62629,2016,"MCKINNEY, TEXAS",-96.6397822,33.1972465
"766",766,"CERTIFIED","OTSUKA AMERICA PHARMACEUTICAL, INC.","GENERAL AND OPERATIONS MANAGERS","ALLIANCE MANAGER","Y",118144,2016,"PRINCETON, NEW JERSEY",-74.6672226,40.3572976
"767",767,"CERTIFIED","FLEX FILMS (USA) INC.","GENERAL AND OPERATIONS MANAGERS","SENIOR GENERAL MANAGER","Y",77438,2016,"ELIZABETHTOWN, KENTUCKY",-85.8649408,37.7030646
"768",768,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","PRODUCT MARKETING MANAGER","Y",109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"769",769,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","PRODUCT MANAGER","Y",109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"770",770,"CERTIFIED","PEPSICO, INC.","GENERAL AND OPERATIONS MANAGERS","ASSOCIATE MANAGER, NAN STRATEGY","Y",79414,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"771",771,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","PRODUCT MARKETING MANAGER","Y",107515,2016,"NEWTON, MASSACHUSETTS",-71.2092214,42.3370413
"772",772,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","PRODUCT MANAGER","Y",117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"773",773,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","PRODUCT MARKETING MANAGER","Y",117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"774",774,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","PRODUCT MARKETING MANAGER","Y",113339,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"775",775,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","PRODUCT MARKETING MANAGER","Y",100610,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
"776",776,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","PRODUCT MANAGER","N",61277,2016,"LEHI, UTAH",-111.8507662,40.3916172
"777",777,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","PRODUCT MARKETING MANAGER","N",61277,2016,"LEHI, UTAH",-111.8507662,40.3916172
"778",778,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","PRODUCT MANAGER","Y",107515,2016,"NEWTON, MASSACHUSETTS",-71.2092214,42.3370413
"779",779,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","PRODUCT MANAGER","Y",113339,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"780",780,"CERTIFIED","ADOBE SYSTEMS INCORPORATED","GENERAL AND OPERATIONS MANAGERS","PRODUCT MANAGER","Y",100610,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
"781",781,"CERTIFIED","FAWER USA, INC.","GENERAL AND OPERATIONS MANAGERS","ENGINEERING MANAGER","Y",86632,2016,"SOUTHFIELD, MICHIGAN",-83.2218731,42.4733688
